,book,PubDate
30577519075,NULL
30726857697,1970.0
6289006299,1973.0
30354314363,NULL
30428585060,NULL
30636277564,1955.0
30473751592,NULL
30337423703,1971.0
14883183609,1969.0
98082475,1963.0
30723122513,NULL
823826796,1973.0
822212931,1960.0
30095710798,NULL
30418872003,1969.0
30632395990,NULL
30287631422,NULL
1550125451,1962.0
24246484,1977.0
30266962238,NULL
30697356726,NULL
18385031906,1953.0
30305442772,NULL
10888942506,1967.0
30137477279,1977.0
30137469766,1967.0
189472654,1969.0
22916774504,1963.0
22422624086,1971.0
30662833572,1888.0
30614776407,1962.0
30737952910,NULL
11380859030,1972.0
30694937015,NULL
30671520483,NULL
30140241473,NULL
30554055674,1974.0
30615204321,NULL
823293040,1969.0
30000214918,1967.0
30362456248,NULL
30665742486,NULL
30665976502,1964.0
22543314164,1955.0
30699156943,NULL
30265372055,NULL
22879541801,NULL
30712311881,NULL
30015358564,NULL
30287592558,NULL
30749797369,1979.0
30697816940,NULL
30570556952,NULL
30095683067,1957.0
30652067418,NULL
30028993415,NULL
30359738117,1976.0
30329763735,NULL
30737698817,1975.0
30686232758,NULL
30425838269,1952.0
30737743689,1930.0
30183179393,NULL
30320983832,1974.0
30137478754,NULL
6774804172,1979.0
22648683565,1975.0
22494417343,1964.0
8246190622,1945.0
30604786599,1972.0
22513525406,1968.0
5832979961,1963.0
2795338706,1963.0
30381402514,1977.0
30429762138,NULL
998637035,1950.0
2671035441,1958.0
3654291430,1966.0
30137539540,1975.0
30137477804,1971.0
30686147550,1973.0
30699880571,NULL
30037449660,1975.0
30407712304,1959.0
30282570146,1930.0
30737194530,NULL
30736082254,1969.0
30648474659,NULL
30137491656,1965.0
30406109942,1970.0
30733118490,1964.0
30053403427,NULL
30602634771,1958.0
19062008056,1966.0
30137494440,1958.0
18458388866,1967.0
10436241196,1947.0
30739474960,NULL
30137473206,NULL
30739083505,NULL
30644172242,NULL
30739950352,1605.0
30121598318,NULL
30575915990,NULL
30717116979,1959.0
30203092696,NULL
30744988985,NULL
30310720384,1935.0
30647132083,NULL
30669036419,1974.0
30268656684,NULL
30704861605,NULL
22615210486,1979.0
30531346651,NULL
607648076,1960.0
30708361006,1975.0
30266983201,NULL
30377938178,NULL
30699305106,NULL
30699458808,NULL
30637134911,1976.0
30709737079,NULL
30309832356,1974.0
22299303321,1961.0
30595966061,NULL
30568793746,NULL
30740400350,NULL
30735397395,1969.0
30556606540,1979.0
30577545886,NULL
22769487174,NULL
30716428273,1910.0
30127853508,1912.0
30733293954,1201.0
19095751319,1967.0
30723439423,1900.0
15362937128,1963.0
30749307377,1968.0
30415626040,1979.0
30712018015,1971.0
10301020323,1974.0
30275974063,1970.0
114761838,1940.0
684210019,1964.0
22420062805,1953.0
3001480206,1966.0
30666564546,NULL
30228415401,1976.0
