book,publisher
30358789301,"Dodd, Mead & Co., New York, NY"
30702935530,William Collins
21525839424,"Candlelight Press, New York"
30628142217,Ace
30441746897,Bantam Books
30585203150,Barnes & Noble Books
18977884101,Random House
22408970116,"Belmont Productions, Inc."
22707166985,Belmont Books
22765278864,Ace
16323959286,"Galaxy, NY"
30651594174,"Galaxy, NY"
12392232895,"Consul Books, London"
30035770233,
30655702234,Bantam
30735279975,Berkley
20399170187,Ballantine
30563797575,Arsenal Pulp Press
30717741992,Penguin Classics
500778315,Frederick a Stokes
2576484389,Steiner Books
22535152806,"Elkan-Vogel Co., Inc., Philadelphia, PA"
9742411001,Galaxy
22404108945,White Lion Publishers
30698770246,Grand Central Publishing
30691186562,Nelson Doubleday Inc
8683839162,Ace
30733502362,"Oxford University Press, Incorporated"
30239615589,Dell
30310721089,Ballantine
30275771191,
30716746941,Bantam
30174069054,"Galaxy, NY"
30743710927,Northwestern University Press 17
22901331884,"Duell, Sloan & Pearce, New York"
22641192050,Jove
30577464767,Quality Resources
30744595203,"Duell, Sloan and Pearce, New York"
30616205458,E.R. Burroughs
30260059864,Signet Classics
1036123931,"Harrison And Sons Ltd. , St Martin's Lane, London"
30568590703,Dover
30717321361,"Rinehart & Company, New York & Toronto"
30334124235,Oxford Univ Pr
30738069511,Penguin Publishing Group
1362660776,"Robson Books, UK"
30613215778,Cirsova-Publishing
30692730592,Penguin Books
93651687,"Paperback Library, 1968"
30534613598,"Bell Publishing, [1979:], New York:"
30697830029,Ballantine
74267172,World Pub.(1945)
22533413916,DET Danske Forlag
30597690445,Ballantine
30700168003,Popular Library
30642318602,
30492630935,Oxford University Press
30697800841,Bantam Books
30738417648,"Pearson Education, Limited"
75326809,
9309448195,"Arkham House; Publisher, Sauk City, WI"
3017673348,Ace
30506714314,Baen
30699378477,Hill & Wang
30491727453,Arbor House
30669697251,Penguin Books
30490800249,"University Books, New York"
19675227218,The Citadel Press
30588750974,
30282661522,Columbia Publicatons
11665918956,Bantam
30649384871,Vintage
30722952502,Ultimate Publishing
30664633613,Bower House
30744569549,Ace
30707750402,Avendia Publishing Inc.
30620229292,Pocket
30436794983,Magpie Books
30520589617,OPTA
30697384429,Signet (New American Library)
30733870358,Abdo Pub Co
10335068515,"Modern Library, New York"
30321521903,Ace
16871413041,J'AI LU
22732607947,Golden Quill Press
30253512829,
19497620906,Bantam Doubleday Dell
30465801773,
30737427652,
30430889618,Modern Library
30520535915,Dover
30665755067,Mariner Books
30712761028,
30568474638,
1047913592,"The Heritage Press, New York"
30727537904,Filiquarian
22513679909,"Heritage, New York"
30631180641,Ace
30744348359,"Gramercy, New Jersey"
30616481492,Ace
30526590236,Stanton & Lee
30586058691,Dorling Kindersley Publishing
30428642389,"Fantasy House, NY"
619688794,"Clarkson N. Potter, Inc. - Crown Publ, Dist, New York"
30739858827,Random House Publishing Group
30739748731,
30739297260,
30742129215,William Collins
30647738240,Wordsworth Editions Ltd
30746863131,Penguin Publishing Group
22427974563,NRF
259427130,Ballantine
30354833649,"Charles Scribner's Sons, New York"
30505778255,Dover
30619589297,Ace
30601411809,Bantam Books
30738242830,
30621181506,Editions du Masque
30137484919,"daw book,"
30267626863,
30551329925,Ace
30336816114,Scholastic Inc.
30744101299,SparkNotes
8186553039,Anchor
18808047026,"Hanro Corp., NY"
30741499731,Pinnacle Books
30137482103,"berkley book,"
30489049968,Ace
30206946760,Ace
30336560867,"Weird Tales, NY"
30137484012,orbit
30315259207,Ace
30696005079,Nelson Doubleday
22882317304,Dial
724618007,
30692035694,Borgo Press
30656359668,Ballantine
30062567193,Ace
30686546984,
12791164471,Candlelight Press
30272461260,
30577383565,Dover
30706813660,King-Size Publications
22911929151,Harper & Brothers
30137480257,"belmont tower,"
30455988405,Lancer Books
30427588018,Ideals Childrens Books
30606265973,Ballantine
30611848959,Intimately Rooted Books
30172302772,"Avon, NY"
30518827784,J'ai Lu 735
30727992359,"Cerchio della Luna 0, Italy"
30738881083,
30580459480,SHADOW MOUNTAIN #1664
30692995390,Collier Books
30509336632,Bantam Classics
30282661769,Pinnacle
30697808233,Gold Medal
30738591295,
30149748215,Ballantine
30660094909,Stemmer House
30734929883,Fawcett World Library January 1958
30253121372,"Dell Publishing, Inc"
18670593497,Theosophical Publishing House
30623261225,Baen
30551327216,Ace
30661976960,Berkley
902321458,"Better Publications, New York"
984502876,Daw
22618054214,Ace
30747480451,Manor Books
30697357757,Random House Books for Young Readers
30384720522,Aquamarin- Verlag GmbH
30622853167,"Arkham House, Sauk City, Wisconsin"
13249478451,Routledge
30265475406,
30281324589,Duell Sloan Pearce
30604957867,Ballantine
30568022617,Back Bay Books
3879449256,"Heritage Press, Heritage Press"
30698749252,Putnam
30605180080,Fawcett Gold Medal T2690
30275932043,
30722955381,Harper Perennial
30665880149,Ace
30605985924,Ballantine
12298373925,Dell
30266737396,
71954541,Evanston:Northwestern University Press. 1958. Hardcover.
1236210195,"S. W. Tilton & Co., Boston"
30725198804,Sterling Publishing
30648093953,Bantam
30135802086,
22849166916,Ballantine
30665740719,Del Rey
2154647721,"Akademisk forlag : [eksp., DBK]"
30689108161,SparkNotes
3547448912,Popular
30734757909,Stemmer House
20433011563,"The Modern Library Verl.,"
30573850321,Rinehart and Company
30049170918,Popular Library
30628475989,Ballantine
817963113,"Four Square,"
30693367406,Vintage
30744935566,
14312204249,"London, UK: Corgi, 1979, 1st Edition Thus (re-issued), First Printing, London, England"
30606164086,Ballantine
1156131012,"Pyramid, NY"
30379673975,
11221316657,Dover
30667361012,
14262942574,Heritage Press
30279209998,"The Kent State University Press, Kent"
30137543972,fiction house
30699499073,Ace
20732397376,"Crowell-Collier Press (1970), London, UK"
30046191457,Ballantine
30474560305,Ace
30733143808,
30656992403,Running Press
5467327675,"Signet Books, New York, New York, U.S.A."
8148501479,"Doubleday, NY"
12453336010,Ace
30294282982,Ace
30726544255,Popular Library
30735256560,Ballantine
12569960633,"Duell, Sloan and Pearce, New York"
30575348521,"Dodd, Mead & Co."
22398882985,"S. W. Tilton & Co. / DeWolfe Fiske & Co., Boston"
30410507496,Ace
13686906972,THE HERITAGE PRESS
30265368419,
30748859563,Bantam Classics
30698916980,Dover
30697821642,Castle
30583390236,Wordsworth Editions Ltd
30693610099,
30696559683,"Fontana, LONDON"
30451862145,Popular Library
30737576537,
30564354676,Fall River Press
893249769,"Grosset & Dunlap, New York"
30601279714,Ace
898001305,"RINEHART, NY"
1014249481,
30669021289,Ballantine
30551320875,Ace
8886920656,"Popular Publications, Inc., Chicago, Illinois, USA."
850316676,"Guild American Books, US"
30574222692,Ballantine
30611112157,Pinnacle Press
30137479612,dell
30604897613,Ballantine
30137532687,standard magazine
30715058953,Del Rey
30662352921,
30739864692,Penguin Publishing Group
6774816150,Tandem rpt.1973 : ( 23 other books by this author also available.) A paperback book. Daily shipping.
815969151,"Pellegrini & Cudahy (c.1947), Chicago"
30530747641,
2212389845,"Dale, New York"
30137481208,dell
30462406692,Wndr Pblshng
22585982488,"The Candlelight Press, New York"
30702933653,Pocket Books
30451406786,Dover
17371950922,Ace
30241864143,Fawcett Publications New York 1973
30692945952,"Malian Press, Sydney"
30472024737,"Better Publications, NY"
22844622472,Orbit
30733249146,Penguin Publishing Group
30738852476,Troll Communications L.L.C. 12
30699170978,Dover
30689742198,Gramercy
30740517085,"Gold Medal, Greenwich, CT"
20591372091,
30099036480,"New York, Harper and Brothers,"
30519375985,Dell Publishing
30137479616,warner
12923717633,Pellegrini & Cudahy
17309479142,Routledge New Universal Library
30105296320,Ballantine
30733508683,Random House Publishing Group
30617516101,Ace
16428300969,Ziff-Davis
30345939527,Ballantine
13942629986,Ace
30733520949,
30748874281,Barnes & Noble Books
30301426630,National Geographic School Pub
8287033198,"Paperback Library, United States"
30424869769,Oxford
30217834094,Ace
30137467649,"avon book,"
30607995255,Nelson Doubleday
30589391661,Gallery Books
30455541753,"Centaur Press, New York"
186741428,"Orbit, London"
30749501423,Barnes & Noble Classics
22737143628,Ace
30335453204,"Dell Books # 5600, dated March 1975. 95 cents cover price."
19199525647,Ballantine
30704998278,Mariner Books
429337182,Private
30268911142,
30749710041,Barnes & Noble Classics
30575227451,Simon & Brown
30551327230,Ace
18700775715,Ace
30739713939,"Penguin Books, Limited"
30697270008,W B Saunders Co
15855587719,"Oliver & Boyd, Edinburgh"
30137573024,fictioneers
30536830771,
30667374409,Modern Publishing
30668244273,Dover
30662094145,Dover
30343892169,Ace
8155792177,Bell
587410150,Stemmer House
30276440488,
30712475202,Kidsbooks
1256206301,DAW
30137511905,ziff davis
30734884357,Gold Medal Books (Fawcett Public
30699408145,Mayflower Assoc
10242780695,"Macmillan, New York"
30697616901,Simon & Schuster
1026868295,London Harrison & Sons (1922).
12009737882,R.S. Peale
30604964020,Ballantine
30749367201,Ace
30282662778,Mercury Press
882267978,Steiner
30703590280,"The Heritage Press, New York, New York"
5852671442,
30630059468,Ace
30559387003,Del Rey
30325048197,
30059295880,"Stanton & Lee: Publishers, Sauk City"
30658535885,
30162458788,Turtleback Books
30270335382,
30740175031,Penguin Publishing Group
30720962990,Dover
30137540346,fiction house
203139294,"British Museum,"
30720937001,August Derleth Society;
30601018949,"Lothrop, Lee & Shepard"
30739315285,Random House Children's Books
30686154991,Ballantine
30699949331,"Little, Brown and Company"
13489136959,
30698281723,Citadel Press
30606451788,Laurel Leaf
30630593604,Ace
30137544968,better publication
30573265015,
30662211120,Ballantine
30531024850,Signet Classics
9314360862,"Modern Library, New York"
30636313044,Dover
22572119338,Theosophical Univ Pr
30366545047,Anchor
8995431339,"Crowell-Collier Press, New York"
30660114636,Oxford University Press
30443089867,Running Press
30573995131,"Pinnacle Books, New York"
30740734646,Davis Publications
20223584430,Ziff-Davis
20837193306,"Love Romances, NY"
30697973821,W.B. Saunders Co. Ltd.
161605164,"Edinburgh, Oliver & Boyd 1838."
30596133408,Ballantine
20469058220,"Hanro Corp., NY"
18495574260,"Doubleday, Doran, New York"
30744760812,Ace
104990066,Dover
30594229749,Ace
30280312483,
30714896387,Penguin Classics
30553534052,Dell Publishing Company
30060666804,"New York, Harper Brothers, 1834"
30456077203,"DAW, New York"
10405085600,Dover
30699541561,Ace
22505001773,Dover
30698968816,Daw Books
30699070883,Nelson Doubleday
30631912197,Ace
30580446203,Tor Books
30266692875,
263925654,Ace
30019226980,Ballantine
30575415228,Dover
30712646041,Ballantine
30218864649,Bantam Books (Mm)
30577528316,Ballantine
30028168193,Signet
1314771786,DELL BOOKS
30741940449,Aladdin Books
30737360821,
30642733342,
30457658350,Harpercollins (Mm)
30738928616,"Random House, Incorporated"
13200110455,Harper & Brothers Publishers
30616011517,Dover
30699211260,William Collins
12154872863,Dell # 4182
6538546034,"David McKay, Publisher, Philadelphia, PA"
30699373939,Modern Pub
30081565367,Ballantine
30577552780,Scholastic Book Services
30205455479,"Quinn Publishing, Kinston, NY"
273259618,Belmont
30733890367,Ballantine
30605088460,"Pocket Books, Inc."
30131091148,Ballantine
295444012,Mycroft & Moran 1973.
30726244245,Del Rey
30375547013,Martinez Roca.
30698204983,Little Brown & Company
30582647254,Nelson Doubleday Inc. 1977
18455449,DUELL SLOAN AND PEARCE COPYRIGHT
30765829938,Signet
30605395166,Dell Publishing
30592933134,
30420808807,
22665761589,"Berkley Books Pub, USA"
30592015215,- -
30738963168,Pocket Books
20338166091,Four Square
30373362461,Ballantine
30699170986,Outlet
30406064182,A & W Visual Library
30510211660,"Love Romances, NY"
30733039263,"Book Essentials Promotions, Incorporated"
30635444094,Fall River
16116359654,
30419398771,Ballantine
30591661420,Lancer Books
30310721090,Ballantine
30603045542,Ace
19053423360,"Kurt H. Volk, New York"
30192012755,"WORLD DISTRIBUTORS, LONDON"
30699448725,"World Publications Group, Inc."
30700120979,Dodd Mead
30451803785,Dell Publishing
30630119614,
30723046083,Gramercy
30621831972,"Pinnacle, New York"
25402700,
30697439186,Signet Classics
30742712670,Dover
22903499270,
30666518042,Cliffs Notes
30695593097,Bantam Books
30006215342,Ballantine
30411713552,Ace
10042376521,"Dell Publishing, Inc, New York, NY, U.S.A."
30655526439,LIBROS DE LA ESFINGE
30615147334,Del Rey
1418092990,
30164865635,Ace
17004356569,Ace
17321033437,
30748319081,Back Bay Books
16542309530,"Ultimate Publishing, NY"
30506896332,Dover
30733061678,
30699612419,Little Brown & Company
30346436952,Laurel
30720797327,Gramercy Publishing Company
30583522693,
30725401637,
30320590442,Doubleday Dolphin
30669932742,
30710720903,Corgi
30687916129,Del Rey
22540084126,Ballantine
30736838393,Barnes Noble Classics
30272422048,
30699494847,Smith & Kraus
30508896190,Antimicrobial Therapy
30061677364,"DAW Books, 1978. UE1410. First printing."
22908202766,"Libra editrice, Bologna"
30739468647,Random House Value Publishing
22428707562,
16596202671,
30034188559,"Opta, Club Du Livre d'anticipation., Paris"
30598470459,Ballantine
17004358135,"Belmont Books, New York, New York"
22780723688,"Harper & Brothers, New York"
30706120130,Center for Security Policy
22522700240,King-Size
30629506866,Palala Press
30268481506,
30291747387,JOSï¿½ J. DE OLAï¿½ETA EDITOR
4974553488,Routledge
30139087526,Arsenal Pulp Press
30706816484,Looking Glass Publications
30302322626,Ace
30717504047,Wordsworth Editions Ltd
30137476836,"daw book,"
30661340620,
30561634323,W Pub Group
30699641289,Magazine of Fantasy & Science Fiction
30630656528,Ace
30734078516,The Theosophical Publishing House
30137570440,fictioneers
11911277529,Constable & Co
30509616515,"Daw Books, U.S.A."
30703820512,Pocket Books
30697840411,Quirk Books
30651284668,Bulfinch
30745121743,Mariner Books
30655386965,SparkNotes
19007296567,
30405726267,Health Knowledge
22104386412,
22822143252,Panther Books 1976
30262250233,"Modern Library Giant, NY"
22456432044,
22467466031,"Duell, Sloan and Pearce, New York"
30137476832,"daw book,"
30740633428,Modern Library
30569541332,
30753745335,Houghton Mifflin Books
30745598412,Popular Library
30144522013,FAWCETT GOLD MEDAL
30723753511,Dover
30596693557,Sphere Books Ltd
30735571615,Dover
30738655203,"Oxford University Press, Incorporated"
30134116792,Aspect
30687507942,Ballantine
30137483090,"daw book,"
30738360455,
30738478862,
30137496346,tower
22786085710,DAW
30211128484,Crown Editions
30577408248,Macmillan
30699920990,TBS The Book Service Ltd
30254162333,International Collectors Library
30738827389,Running Press
22915441690,
30699630339,Harper & Brothers
30635247143,Doubleday
308848486,Gramercy
30398746411,Dell Publishing Company
30697426915,Dover
300775032,"Morrow/Avon, New York, NY, U.S.A."
30598824321,"Belmont Tower, NY"
30599387394,"World Publishing, Cleveland"
30623233647,Pinnacle Books
30737740101,
30704504943,Doubleday & Co.
30739200883,Random House Publishing Group
30569900299,Pinnacle
30472463025,Dover
30031408279,Grand Central Publishing
375617382,"Pabel, Rastatt"
30734075639,DAW
30562924855,Chicago: F. J. Schulte & Company
30282659419,Hanro Corp.
30697589680,Cosmos
22481136212,Ace
30699161484,Penguin English Libary
30699139656,Disney Pr
224140372,"Spring Books reprint, London"
21808783326,Ballantine
30652645369,Ace
30646868355,Dell Publishing
19373730437,"Ultimate Publishing, New York"
30494295552,Ace
30717107101,Ballantine
11120462416,"STANTON & LEE, WISCONSIN"
30128894295,Prentice Hall College Div
30696273875,
30715181202,Dodd Mead
30709522287,"Airmont Books, NY"
30663393412,Abdo Pub Co
7118763621,"Lancer Books, New York, NY"
30698840906,Houghton Mifflin Company
30697977197,Signet
10345263743,Doubleday
30606868134,Libra
276708030,Doubleday
30715481741,Puffin Books
30722530139,"Gold Medal Books (Fawcett Publications, Inc.)"
30584259903,le livre de poche
30582854817,"Little, Brown"
30627401813,Leonaur Ltd
30739959410,"Penguin Books, Limited"
30637751913,
30401563289,Ace
30706477244,Del Rey
30660762082,Ace
30711757330,Bodley Head Childrens Books
22505003903,Ace
30026922200,Bantam Classics
30733373633,
6774803544,Popular Lib.(US) 1976 : ( 23 other books by this author also available.) A paperback. Book orders are shipped on a daily basis.
30558653642,"Bell Publishing Co., New York"
30100159168,NYRB Classics
20001365991,Ballantine
30531618504,See Sharp Press
30159792323,"Hill and Wang, New York"
1002643568,Bell Publishing Co.
30692025893,Ballantine
30137479879,"saint mystery library,"
30411721160,Harper & Row
30603437276,Ballantine
30137521347,standard magazine
9527162520,"Bell Publishing Comany, Avenel, New Jersey, U.S.A."
30709565036,Puffin Books
679028930,Cardinal Books
30532492373,
7699227419,Christian Bourgois ï¿½diteur
30108168474,Disney Press
17538808895,"Mercury Press, NY"
30735572988,Berkley Publishing Corporation
30016591715,"Modern Library Giant, NY"
30498535968,"Love Romances, CT"
20653501293,"New York: DAW Books, (1974)"
30512236564,Pocket Books
30617472169,Dell
30731096926,Del Rey
30516943107,
4792327496,"Deisenhofen bei Mï¿½nchen, Oskar Ziegler,"
30265797673,
10042376518,"Belmont Books, New York, NY, U.S.A."
30404653040,The Modern Library
30605319937,Back Bay Books
30262584020,Bison Books
30739778981,
30690901591,Penguin Books
30741552830,Norton
30587528785,Ediciones Martï¿½nez Roca
30460786023,Barnes & Noble Inc
30718523269,Routledge and Kegan Paul
30708349899,"Popular Books., USA"
30150739383,Chilton/Haynes
30722914811,Balzer + Bray
30624802417,Candlelight Press
920917862,Pocket Books
30692368715,Bantam Books
14369880067,"Gï¿½rard & Cie, Verviezr (Belgique)"
22680949616,DAW (Canadian)
98082467,Ace
20959755090,"Story Magazine, New York"
30697383994,Signet Classics
22908341931,Fantasy Publishing Co. 1954
30282662679,Crest s226
17635696542,"Peter Pauper:, NY"
30745589239,Signet
30533973076,Gramercy.
30727517996,Penguin Classics
30577508390,Tor Fantasy
30611468535,Book Jungle
204769205,DAW# 267
30701982687,Penguin Classics
22924898685,Ace
30749468984,Chilton/Haynes
30667261121,Ballantine
30508725938,
30037443900,Doubleday
22413816039,British Museum (Reprint)
30718105550,
30551321661,Ace
30271438695,
17228039008,Theosophy Co.
22696512710,Airmont Pub Co
30736797534,Random House Publishing Group
9787942533,
30648502049,"Modern Library, New York, NY"
30383764742,Robert Beard
30240236874,Dale Books
30518625042,Ballantine
22904299318,Running Press
30745033009,"Digest Productions, New York, NY, U.S.A."
30738958381,"Oxford University Press, Incorporated"
30268482460,
30321519030,Ace
30625297500,Quirk Books
30697353196,Avon Books
30617944030,THE CRIME CLUB
30608563599,"Little, Brown"
1141989696,"Harper & Brothers, New York, NY"
30275136838,Crown
30524657614,Barnes & Noble Books
30611507936,Lamp of Trismegistus
30551324870,Tandem
30266384977,
30671314134,New English Library
30446364035,Random House Books for Young Readers
30717509068,"University Books, New York"
30697801108,"Fawcett Publications, Inc."
30699366008,Workman Publishing Company
30139065718,"Washington Square Press, Inc."
30738519553,
30413178896,
75161672,"N.Y.: Signet, 1970"
30647205301,"Dell Publishing Co., Inc., New York, N.Y."
30744902947,"Wordsworth Editions, Limited"
22803262123,Pinnacle
5484830778,Belmont Tower Books
22520788137,"Berkley Publishing, New York"
30473332378,Carolrhoda Books
30746354350,Ace
22903783851,Back Bay Books
30726874326,Fontana
1072664671,"R.S. Peale & Company, Chicago"
408701562,
1300068323,TANDEM BOOKS 1965
30734533919,Wordsworth Editions Ltd
18033987695,"Pocket Books, New York, NY, USA"
22531841501,DAW
30310717891,Ballantine
30522211751,
22780396348,Librairie des Champs-ï¿½lysï¿½es
30137472561,standard magazine
30568978951,"Gold Medal, Greenwich, CT"
30745385820,BELMONT
30718106324,
30728068649,Nelson Doubleday
1409893345,"J. M. Dent & Sons, Ltd., London"
30669026158,Berkley
22522374020,Avon
30666367225,Howell Book House
22844619803,Club Des Masques
30697841179,Ballantine
30744988095,Wordsworth Editions Ltd
15828219337,"Ziff-Davis Publishing, NY"
30499410398,Oxford University Press
30695037929,Mud Puddle Books
18601263765,"Fawcett Publications, Inc."
30598542039,Ballantine
30722073130,Ballantine
20805023687,"Ultimate Publishing, NY"
30370378663,"All Fiction Field, Chicago"
30725898203,Dover
30697814994,Random House Publishing -
30661074493,Tor Classics
30547042755,Wordsworth Editions Ltd
541789791,"The Writer, Inc., Boston"
18712190045,"Daw, NY"
22592672501,"Farrar, Straus and Young, New York"
30624652093,
16600501267,
30450427184,Dalmatian Pr
30661515150,Ace
30732804563,
11665918958,Bantam
30397097914,Random House Publishing Group
30607905846,Popular Library 60-2346
30525556691,Penguin Books
30029271136,Aerie
30000462742,Ballantine
30334987034,Ballantine
22104386413,
30699587123,Dell
30631143487,Ace
30520220127,"Fictioneers, NY"
30591295915,0 0
30746230146,Bantam Classics
30661483384,Wordsworth Editions Ltd
30503787880,Nelson Doubleday
30430437040,Penguin Books Ltd
4438884574,Berkley
30468585250,"The Limited Editions Club, New York"
30743825854,Ace
30751202232,Ballantine
21104668552,Modern Library Giant January 1942
30651208689,
13586814399,"Duell, Sloan and Pearce. New York."
30722660282,Garden City Pub
22605512164,"Scholastic, Incorporated"
30272826588,
30137578747,Ace
10087726122,"Dell, NY"
22903498782,
30659660996,HarperCollins
30315127466,Gallery Books
30254396505,Spotlight
30447583860,Silver Burdett Pr
22871584277,Back Bay Books
30419073024,"Avon Books, New York"
30699484668,North Light Books
30617197196,The Peter Pauper Press
30424038351,Ballantine
22789556985,Bantam
14895291420,NELSON DOUBLEDAY
30510993750,Random House Publishing Group
22513634548,"Tudor, New York"
30717099983,
20806062326,"University Books, New York, NY"
12582942133,"Penguin, Hammondsworth"
30739957189,Penguin Publishing Group
30732910693,
1266713163,J'AI LU
22513613662,Dover
286376596,Ace
30749267379,"Davis Publications, New York"
9955339887,"Vision Books / Farrar, Straus & Cudahy, Inc., New York"
30625148734,Pinnacle
2102680070,Better Publications
22779211497,Ballantine
252703162,Belmont Double
30220052052,Permabooks
16384871098,Ace
30334569093,Coles Publishing
30745381163,
30739649293,Random House Publishing Group
30733318413,Random House Publishing Group
30742304353,Ballantine
22520788139,"Berkley Publishing, New York"
30722936247,St. Martin's Paperbacks
30270380280,
30699346959,Pulp Work Press
30643323655,
30381009856,Dell
30574961230,Dove Cottage
30489328924,"Lancer Books, New York"
30109893891,Dover
30753757743,Fawcett
30210927008,University of California Libraries
59118317,"New York: Causeway Books, nd"
30738297097,
30572315554,"University Books, New York"
30649330793,Cassell
30740177713,
8892988065,"New York: Health Knowledge, Inc. 1st Edition"
1293154510,Ballantine
22476453931,"Rinehart, NY"
22585982484,"The Candlelight Press, New York"
30509899624,Dell Publishing
30720535831,Antimicrobial Therapy
13476084502,Pinnacle
1298543009,Dover
22877227116,"D A W Books, New York"
30671304729,Sphere Books
30494439678,Pinnacle
30588174392,HardPress
30699119098,Bantam Books
30311135997,Ace
16142069000,
30620154151,"Gregg Press, The"
30287845534,"Berkley Books, New York, New York"
30688797540,Scholastic Paperbacks
30741775330,Bell Publishing Company
30556622041,"Pinnacle Books, New York"
30080600580,SteinerBooks Inc
30724092202,"The Modern Library, New York"
30623237011,Ballantine
30619654945,Dover
30137477801,dell
30583418944,Harpercollins
30580206940,
30647701238,Gramercy
6129360905,Ace
30704789027,Harper Prism
30725527839,Stemmer House Pub
30665982159,Mariner Books
30739924505,Pocket Books 19
30745847906,"David McKay, Philadelphia"
30738596503,Random House Value Publishing
22877224285,Ballantine
30738771236,
202569880,
6264532291,"Wheaton, IL: Philosophical Publishing House,1972"
17486983274,Utopia Groï¿½band (Pabel) 110
30314258310,Hanover House
22531235089,Dover
30630587790,Ace
8716371607,A Tower Book
30697794662,Ace
30627120195,Franklin Classics Trade Press
22903506889,
14782000941,"Love Romances Pub Co Inc [A Fiction House Magazine], New York"
4438884272,Ace
30734148087,Levin & Munksgaard
30030806640,Ace
30342789053,Troll Communications Llc
30737300860,General Books LLC 20
17116493944,Heyne
30699129368,Dial
30750685083,Dover
30566930899,Bantam
30464101244,
81080618,"Bell Pub., New York"
22894500209,Theosophy Co
20355654855,"The Franklin Library, Franklin Center, PA"
10300791684,"Rodale Press, Emmaus, PA"
30014240939,Arkham House
30174750093,Citadel
30708735077,
13242169837,J. W. Ferman / Fantasy House
19170875952,"Dodd, Mead & Company, New York"
30516816936,Landoll
30699113667,Bantam Classics
30449352548,"Little, Brown and Company"
30699606950,Alfred A. Knopf
30335899039,DAW
30718699490,Fawcett
30737300075,"A M S Press, Incorporated"
30272698108,
30137484016,Ballantine
230905570,Scribners
30452640330,Coles Publishing
30749516841,"C. N. Caspar Co., Milwaukee"
30685244095,Book Tree
22786084326,Dell
22379581174,Ballantine
30697609815,Eureka Productions
20080340530,Ballantine
30316392176,Dell
30738927283,
22620328363,Ace
22354411436,
30378379096,Gramercy
22619234837,Ballantine
30699377533,DK CHILDREN
30697565211,Disney Pr
7515561548,
30722883913,D. Appleton & Company
6774817641,Ace
22520277504,DENOEL
30712494383,Modern Library
30606130925,Ace
30738651344,Penguin Publishing Group
732859854,Crowell - Collier Press
30137457598,best books
1040848197,DELL
30686911364,Galley Pr
30566055797,
381789264,"Arkham House., Sauk City:"
30137479608,Ace
30605002911,Pocket
30455491852,Dover
30699577021,MOTIFS
30412246530,"Cosimo, Inc."
30692766389,Scholastic
30407572946,Manor
22766098837,"Belmont, New York"
30739562785,Penguin Publishing Group
30665756336,Bantam Books
30343440325,Cliffs Notes
30211014235,Woodfield Pr
8326462429,Ace
30137480259,"daw book,"
30109602227,Sidgwick & Jackson
30268502312,
1091594701,Catholic Poetry Society of America
30606204802,Pocket
30524358813,
30583406451,Ecco
30356298768,Limited Editions Club
20703570014,New York : Bell
30739326190,HarperCollins Publishers
30735827609,Scholastic Paperbacks
30699280318,Random House Books for Young Readers
30698907226,Dover
30457985545,
1156131364,"Globe, New York"
22666086585,Theosophical Publishing House
30519342991,Bantam
30272824113,
21578272724,Ziff-Davis Publishing Co
61312364,Tower
22852760982,Doubleday & Company
30727535202,SparkNotes
30144702785,Oriental Institute of the University of Chicago
12595774315,"Airmont Publishing, New York"
22408979460,"DAW Books, Inc."
30243170123,Cengage Learning
71946373,N.Y:Candlelight Press. 1970. Hardcover.
30717005724,Bantam Classics
1353737089,"CHARLES SCRIBNER'S SONS, NY"
30703848354,Bantam Doubleday Dell
15301278095,"Belmont Tower, US"
30738740872,Stemmer House Publishers
30265911224,
30741079163,Penguin Classics
30537733883,"standard, us"
30313257599,"Pinnacle Books, New York"
29948319,Dover
30608328340,Carol Publishing Group
30700093116,
30663434707,
30697390905,Dover
30137476843,dell
30589292658,Konecky & Konecky
30446931569,Avenel Books
8430643074,"Lee and Shepard Publishers, Boston"
30728180313,Harpercollins (Mm)
30262806164,"Visor, Pub., Madrid"
5334849970,Ballantine
30178028093,Religious tract society
30272456404,
20657068659,"Harper and Brothers, New York"
11410712382,
30577475174,Harlequin
30522408900,
30667607147,Anchor
30751987847,Titan Books
30261645489,Berkley Pub Group
30323999078,
30688899045,Dalmatian Pr
22513684981,"Heritage, New York"
12553489689,"Stanton & Lee, Sauk City, WI"
30137476042,Ace
30037287169,DAW
30141801216,Dover
30699082926,Nelson Doubleday
30697264996,Scribner Paper Fiction
13245416150,Dover
30699259702,Ballantine
30661438142,Bantam
12102352082,"Doubleday & Co, Garden City, N.y."
30731733602,Dodd Mead
30125423498,LIBRA EDITRICE
30137543008,fiction house
30615157427,Oxford University Press
30311010244,Doubleday Dolphin
30718319136,Ballantine
30231193991,Ballantine
30409478138,Random House Value Publishing
30622131177,Berkley
22448934370,GReenwich
5484830768,Daw Books
30625510481,Pinnacle Books
863170290,LE MASQUE science-fiction 63
30381794612,"Duell, Sloan and Pearce, New York"
30502723114,Townsend Press
30739220459,
20451601730,"Kurt H. Volk, NY"
30728899403,Signet
30738058151,
30380993025,Ace
30558079269,"Avon, NY"
30688490647,Arcturus Publishing
30628806175,Palala Press
1159217683,"Mercury Press, NY"
30584038821,Ballantine
30628526224,Franklin Classics
30727134603,Penguin Putnam~trade
30741864764,SparkNotes
30697774881,Santillana USA Pub Co Inc
30247851299,Disney Pr
30331173483,"Ultimate Publishing, Flushing, New York"
