,book,language
3396,10910765410,English
3397,30737135761,English
3398,30592678858,English
3399,22427829425,English
3400,30420756694,English
3401,30527147654,English
3402,11115082548,English
3403,5711479575,English
3404,30740272677,English
3405,30697613068,English
3406,30282662798,English
3407,30315609889,English
3408,30737555490,English
3409,30724588524,English
3410,549661597,English
3411,30706168745,English
3412,72195263,English
3413,30014257246,English
3414,30737720321,English
3415,30740165278,English
3416,30699490843,English
3417,16957502267,English
3418,30180677666,English
3419,30137484010,English
3420,30561753915,English
3421,760022861,English
3422,10977316197,English
3423,14407574212,English
3424,30221086208,English
3425,30716272135,English
3426,22844628453,English
3427,30354980005,English
3428,30708456381,English
3429,30711814411,English
3430,30529667991,English
3431,30577489463,English
3432,30697392628,English
3433,30606056288,English
3434,22908203101,English
3435,21957701674,French
3436,30117395593,English
3437,30665781662,English
3438,30455653013,English
3439,9628220865,English
3440,21726951,English
3441,22332993759,English
3442,30716025333,English
3443,21368378477,English
3444,30271062061,English
3445,30458279143,English
3446,22672225373,English
3447,30748855035,English
3448,20165460291,English
3449,30738906620,English
3450,8326463534,English
3451,22903510892,English
3452,30739680413,English
3453,30697411487,English
3454,30699365244,English
3455,30280497814,English
3456,30001186195,English
3457,30137484913,English
3458,1876379322,English
3459,30748172492,English
3460,15683045531,English
3461,22522700518,English
3462,11661053834,English
3463,30496448398,English
3464,5467328155,English
3465,30661516952,English
3466,30735295869,English
3467,30692074946,English
3468,30693176106,English
3469,30279948442,English
3470,22888908418,English
3471,22506238390,English
3472,30619217674,English
3473,30404104746,English
3474,30577501454,English
3475,30604591500,English
3476,30420511204,English
3477,30740019879,English
3478,11410712425,English
3479,30712502629,English
3480,22842055238,English
3481,30737371572,English
3482,19694306083,English
3483,825365343,English
3484,30137470434,English
3485,7438596476,English
3486,30325601677,English
3487,30715140699,English
3488,30644030833,English
3489,30749013169,English
3490,30726565707,English
3491,2992155379,English
3492,30568972693,English
3493,30738042100,English
3494,19300049014,English
3495,22894985262,English
3496,4818056178,English
3497,30267986250,English
3498,22408971518,English
3499,30669090138,English
3500,30687844305,English
3501,30602255627,English
3502,30736840202,English
3503,30267169950,English
3504,30443105087,English
3505,30743797342,English
3506,30276049691,English
3507,30717018925,English
3508,30745662242,English
3509,22903499307,English
3510,20651367683,English
3511,30664555996,English
3512,17533804540,English
3513,1377092612,English
3514,749002592,English
3515,59876390,English
3516,6455009425,English
3517,30035582343,English
3518,30582623637,English
3519,30046174513,English
3520,30509619131,English
3521,30647260168,English
3522,30752070490,English
3523,22415276393,English
3524,30267500003,English
3525,30268499448,English
3526,30738897935,English
3527,30266989839,English
3528,30733437959,English
3529,30614173646,English
3530,167931972,English
3531,22656981351,English
3532,30242203153,English
3533,30429305534,English
3534,30287735465,English
3535,30699320002,English
3536,30667393263,English
3537,13903476720,English
3538,30719797283,English
3539,30662356042,English
3540,10063944739,English
3541,30663723126,English
3542,30697812921,English
3543,30470221781,English
3544,30344282644,English
3545,22513662223,English
3546,30619259199,English
3547,30649623357,English
3548,13032319533,English
3549,30532693871,English
3550,22642453987,English
3551,5971880238,English
3552,30620148430,English
3553,14461304751,English
3554,30137518402,English
3555,30718812234,English
3556,3486692730,English
3557,22630855878,English
3558,30667925403,English
3559,30699301827,English
3560,1958318849,English
3561,30620269511,English
3562,30725204010,English
3563,12005541472,English
3564,30730594000,English
3565,30565567665,English
3566,30732788433,English
3567,30749704262,English
3568,30742103088,English
3569,30718607727,English
3570,22405477612,English
3571,30282129974,English
3572,30467340520,English
3573,30267187692,English
3574,22470496942,English
3575,30583274628,English
3576,30720545547,English
3577,30605727934,English
3578,30474660030,English
3579,1416199206,English
3580,30578940521,English
3581,30597976071,English
3582,30330195886,English
3583,30469069125,English
3584,30731354906,English
3585,1399292907,English
3586,20847565107,English
3587,30506709116,English
3588,30742124873,English
3589,30040176609,English
3590,30507056583,English
3591,30137544139,English
3592,11488337062,English
3593,30716047692,English
3594,22516081076,English
3595,30611260579,English
3596,30718696982,English
3597,22903511548,English
3598,30716950307,English
3599,21812039805,English
3600,30417719154,English
3601,30697436775,English
3602,30699018563,English
3603,30642147617,English
3604,30664888260,English
3605,30640195430,English
3606,30749420615,English
3607,30716027314,English
3608,30500489883,English
3609,30458434951,English
3610,30272244506,English
3611,30258388391,English
3612,30707771942,English
3613,30735331071,English
3614,30270245696,English
3615,30699551593,English
3616,30698784588,English
3617,30698360225,English
3618,30611596880,English
3619,4720968582,English
3620,30664196213,English
3621,14921655816,English
3622,30117905676,English
3623,22559624404,English
3624,22861779150,English
3625,30291528162,English
3626,3726414581,English
3627,30599479008,English
3628,30699181421,English
3629,14781986504,English
3630,30699083315,English
3631,30733204704,English
3632,30746316819,English
3633,30697373833,English
3634,12286806950,English
3635,30750277314,English
3636,30203808910,English
3637,30137473210,English
3638,30617592334,English
3639,30185505467,English
3640,30137483096,English
3641,30137537848,English
3642,30747285185,English
3643,30737249698,English
3644,30649468871,English
3645,1233884209,English
3646,22409590577,English
3647,22778476763,English
3648,162989878,English
3649,30697765472,English
3650,30266444843,English
3651,30734298595,English
3652,30699161314,English
3653,22877224283,English
3654,30130932910,English
3655,30607502567,English
3656,30734403222,English
3657,11690205091,English
3658,30652693117,English
3659,30736791522,English
3660,30502244286,English
3661,30728739939,English
3662,30282501056,English
3663,18020271789,English
3664,20313393,English
3665,258213710,English
3666,22505276083,English
3667,30491619237,English
3668,18500752637,English
3669,22923707208,English
3670,30337574502,English
3671,30733141708,English
3672,22877224284,English
3673,30691538998,English
3674,30051369803,English
3675,30671530710,English
3676,30707456562,English
3677,30610610772,English
3678,30688557041,English
3679,30602597695,English
3680,15520993925,English
3681,30429760666,English
3682,30137486897,English
3683,30692382464,English
3684,22877631925,English
3685,30356362668,English
3686,30577352565,English
3687,164668252,English
3688,14333142341,English
3689,30137482108,English
3690,22513714468,English
3691,30709540417,English
3692,30719786807,English
3693,30670317291,English
3694,22889310170,English
3695,30420372960,English
3696,30739316808,English
3697,30739099772,English
3698,30355307467,English
3699,30652304165,English
3700,22903501357,English
3701,30665066187,English
3702,3876264610,English
3703,9546697226,English
3704,30737708591,English
3705,30172717196,English
3706,13651918145,English
3707,30737945885,English
3708,30551005794,English
3709,30262937924,English
3710,22639995644,English
3711,22487409844,English
3712,30698959711,English
3713,30616519393,English
3714,30137495366,English
3715,30693472464,English
3716,30552397389,English
3717,14781989516,English
3718,30670480995,English
3719,30282668985,English
3720,30265656203,English
3721,30729619519,English
3722,30530180927,English
3723,30686355495,English
3724,30137479597,English
3725,1329938318,English
3726,30242206321,English
3727,30697702430,English
3728,30555893117,English
3729,30037632262,English
3730,17231168907,English
3731,22586134139,English
3732,20734549303,English
3733,30381749812,English
3734,30574995893,English
3735,30394909983,English
3736,30603298152,English
3737,30733835159,English
3738,30577257996,English
3739,30558106693,English
3740,30137546008,English
3741,22487748272,English
3742,30573981845,English
3743,30642173924,English
3744,30695792379,English
3745,22516815362,English
3746,1055037012,English
3747,6342888920,English
3748,30737892295,English
3749,30652102869,English
3750,30748987490,English
3751,30739224261,English
3752,30407511308,English
3753,30137544966,English
3754,22853869731,English
3755,30109967281,English
3756,30697745135,English
3757,30699485622,English
3758,30392267007,English
3759,30689858725,English
3760,724617700,English
3761,30109854803,English
3762,3079620522,English
3763,30575273003,English
3764,30738867239,English
3765,22895755360,English
3766,9580901994,English
3767,30596074153,English
3768,30700014200,English
3769,20073052308,English
3770,30265143294,English
3771,1023027183,English
3772,30616181883,English
3773,22879054649,English
3774,30694516963,English
3775,30623236685,English
3776,30428287019,English
3777,30598872411,English
3778,30656117178,English
3779,7187191926,English
3780,30042247933,English
3781,30699549509,English
3782,30601436477,English
3783,7952309667,English
3784,22572980762,English
3785,15783289978,English
3786,30703820573,English
3787,30625425703,English
3788,30467049007,English
3789,30724401122,English
3790,30662762559,English
3791,30453523512,English
3792,30069622902,English
3793,16371049068,English
3794,18442252434,English
3795,30354845000,English
3796,30712485485,English
3797,30551328076,English
3798,30694876057,English
3799,30620332591,English
3800,30738144021,English
3801,693433208,English
3802,2099463407,French
3803,30741073485,English
3804,30740756585,English
3805,30603311193,German
3806,22924518812,English
3807,30749494556,English
3808,30268500373,English
3809,16116364089,English
3810,22844629751,English
3811,30300363829,English
3812,30732597856,English
3813,428174396,English
3814,18657093035,English
3815,4616688787,English
3816,30735303473,English
3817,30745606078,English
3818,30273477268,English
3819,30614071022,English
3820,22850529037,English
3821,30608057635,English
3822,30204431768,English
3823,30139084963,English
3824,49405394,English
3825,30137537844,English
3826,242855194,English
3827,30372241334,English
3828,22753982091,English
3829,30711828491,English
3830,30552187663,English
3831,30364305215,English
3832,30615837958,English
3833,18232751,English
3834,30705620976,English
3835,30613869746,English
3836,30698975264,English
3837,30514047024,English
3838,3876264613,English
3839,30326214340,English
3840,30733321567,English
3841,30577529429,English
3842,30124097866,English
3843,30698100957,English
3844,30223844066,English
3845,16880343450,English
3846,30137497299,English
3847,30745978346,English
3848,30699185394,English
3849,30614818890,English
3850,30696944235,English
3851,30137498216,English
3852,30203746001,English
3853,22890297793,English
3854,30726161170,English
3855,16454878546,English
3856,4448639878,English
3857,22408984325,English
3858,30044252798,English
3859,30575311434,English
3860,30606068023,English
3861,6552240901,English
3862,30197326909,English
3863,30274588062,English
3864,30210957253,English
3865,22405289521,English
3866,30739570340,English
3867,30179958992,English
3868,30581419255,English
3869,22412093541,English
3870,30611851704,English
3871,30686233860,English
3872,30546277132,English
3873,22559208238,English
3874,30687945235,English
3875,22585982489,English
3876,30575422236,English
3877,30021467103,English
3878,30731344976,English
3879,30137484009,English
3880,30524584907,English
3881,18830780879,English
3882,30278632308,English
3883,9548613080,English
3884,3942794262,English
3885,30741585998,English
3886,1193528826,English
3887,22583936579,English
3888,30081573772,English
3889,30216823599,English
3890,30055807543,English
3891,22456542136,English
3892,30738619394,English
3893,30716748812,English
3894,381789258,English
3895,30587653962,English
3896,30642036455,English
3897,2702982500,English
3898,30738347314,English
3899,30708375433,English
3900,17398975972,English
3901,890942888,English
3902,30740460906,English
3903,30471205286,English
3904,30725518781,English
3905,18253522649,English
3906,94682126,English
3907,30408503574,English
3908,30335445852,English
3909,30700260328,English
3910,1603583007,English
3911,30082152131,English
3912,30738976533,English
3913,30740191621,English
3914,30741069829,English
3915,30734707377,English
3916,30137550193,English
3917,22425729598,English
3918,30745469574,English
3919,30743796323,English
3920,30698862652,English
3921,30546640181,English
3922,17785004806,English
3923,30320989634,English
3924,30226965694,English
3925,30737360179,English
3926,30471151533,English
3927,30699188930,English
3928,11077503180,English
3929,985236457,English
3930,30408368247,English
3931,30709830780,English
3932,30330503977,English
3933,30739949830,English
3934,30446992613,English
3935,22487865196,English
3936,30697853517,English
3937,10345268137,English
3938,30665812695,English
3939,30266990132,English
3940,30687562914,English
3941,30470537670,English
3942,22525246814,English
3943,30033509643,English
3944,30737413263,English
3945,30658750875,English
3946,30719394866,English
3947,30733026412,English
3948,30271425965,English
3949,22743012987,English
3950,30359767863,English
3951,9823256509,English
3952,30706193008,English
3953,30684481086,English
3954,30450466857,English
3955,416768812,English
3956,30611419721,English
3957,22848686131,English
3958,22474863641,English
3959,30500728975,English
3960,15656482007,English
3961,30137565671,English
3962,30735158713,English
3963,30420757474,English
3964,30698847839,English
3965,30195956978,English
3966,30189039338,English
3967,1945207096,English
3968,22420058358,English
3969,22420068816,English
3970,7770530602,English
3971,30694788119,English
3972,30269257640,English
3973,2638207388,English
3974,16934782654,English
3975,30347698425,English
3976,30280359439,English
3977,30161156743,English
3978,30116241594,English
3979,49589213,English
3980,30697880567,English
3981,30622011494,English
3982,30361379695,English
3983,22633590413,English
3984,30040431922,English
3985,30493667047,English
3986,1472955007,English
3987,22908872392,English
3988,30243595638,English
3989,30282663912,English
3990,30395410706,English
3991,535558563,English
3992,20076208644,English
3993,22395515401,English
3994,30282662142,English
3995,30143472507,English
3996,30370317074,English
3997,30551324261,English
3998,30072916461,English
3999,30288841057,English
4000,30716042789,English
4001,760983711,English
4002,30282667909,English
4003,30491622149,English
4004,30575239490,English
4005,30737423372,English
4006,30591670023,English
4007,42478705,English
4008,30255855117,English
4009,30128858842,English
4010,30727507402,English
4011,30288221425,English
4012,1174641502,English
4013,22487296751,English
4014,22540083916,English
4015,14777216440,English
4016,14461310230,English
4017,30621350559,English
4018,30613885920,English
4019,30574896419,English
4020,21999721347,English
4021,30706590179,English
4022,30737655062,English
4023,22928411169,English
4024,30748274164,English
4025,30713005056,English
4026,30737552204,English
4027,30610783354,English
4028,30453701206,English
4029,30270806563,English
4030,30258951613,English
4031,30739129531,English
4032,30699409434,English
4033,22665761601,English
4034,30664638427,English
4035,30736974615,English
4036,30610922128,English
4037,5560785440,English
4038,30723626049,English
4039,30720537423,English
4040,30577537892,English
4041,22675915100,English
4042,30181726265,English
4043,30697450524,English
4044,696365455,English
4045,12526351453,English
4046,22926182457,English
4047,30724520017,English
4048,30712343029,English
4049,30310719764,English
4050,30081640970,English
4051,30709990969,English
4052,30720971114,English
4053,30594899173,English
4054,30137476835,English
4055,30604463548,English
4056,30272458662,English
4057,30137573978,English
4058,30270406462,English
4059,92560776,English
4060,30706378012,English
4061,30424753840,English
4062,13751853373,English
4063,30443640964,English
4064,30741066609,English
4065,277299648,English
4066,30733395697,English
4067,30699085023,English
4068,30726810307,English
4069,22753799362,English
4070,30697744611,English
4071,30571003898,English
4072,30137481193,English
4073,30697328530,English
4074,30671262975,English
4075,30523638638,English
4076,30699896444,English
4077,30137536837,English
4078,4285032067,English
4079,30620472390,English
4080,21294878685,English
4081,30048572270,English
4082,30565221961,English
4083,30719851108,English
4084,21631812821,English
4085,30183785718,English
4086,132132764,English
4087,7362986145,English
4088,9010064787,English
4089,30522905011,English
4090,30270295652,English
4091,30611097270,English
4092,30577764875,English
4093,30711868360,English
4094,30137479610,English
4095,18273882488,English
4096,30733417970,English
4097,30227230416,English
4098,30725943235,English
4099,30617449012,English
4100,30599860174,English
4101,22381426474,English
4102,30617396945,English
4103,6004087170,English
4104,30599008153,English
4105,22786155461,English
4106,30405667259,English
4107,30733441100,English
4108,30663208990,English
4109,30687626585,English
4110,30724721961,English
4111,30095538849,English
4112,30698867985,English
4113,30382790985,English
4114,30699597247,English
4115,30645104151,English
4116,30605085409,English
4117,6774827912,English
4118,30266344852,English
4119,30137493407,English
4120,30665004257,English
4121,4267747620,English
4122,30171424437,English
4123,30697554020,English
4124,30745083947,English
4125,30748166771,English
4126,30739298107,English
4127,30737399015,English
4128,30740761306,English
4129,30738436426,English
4130,30079519266,English
4131,30267830939,English
4132,30465702193,English
4133,30742585751,English
4134,30413755314,English
4135,30253520138,English
4136,30501514990,English
4137,30228913112,English
4138,5894949644,English
4139,30523197943,English
4140,30137494439,English
4141,30028661133,English
4142,80167542,English
4143,30433027866,English
4144,30738715568,English
4145,30631020748,English
4146,1945207223,English
4147,30330422187,English
4148,30426939490,English
4149,30702949195,English
4150,30663902538,English
4151,30272697332,English
4152,30520217797,English
4153,30332992485,French
4154,30713902205,English
4155,30694779310,English
4156,30737441708,English
4157,30644603335,English
4158,30605077548,English
4159,30605001868,English
4160,22420037360,English
4161,30464150279,English
4162,30443030963,English
4163,30324413764,English
4164,840743258,English
4165,30745475192,English
4166,30192129948,English
4167,30234663969,English
4168,1175966145,English
4169,22922592149,English
4170,17686962698,French
4171,30739854499,English
4172,30242891976,English
4173,22410526772,English
4174,1535140018,English
4175,30711389365,English
4176,30137495379,English
4177,30642037697,English
4178,30723905591,English
4179,30448833700,English
4180,30630653927,English
4181,30621792216,English
4182,30699201174,English
4183,30357074349,English
4184,30648277848,English
4185,30337393588,English
4186,22867085281,English
4187,22903511486,English
4188,14813853276,English
4189,30268187009,English
4190,30697802520,English
4191,9315770647,English
4192,30739426438,English
4193,30315253645,English
4194,30718334296,English
4195,30739015619,English
4196,22608632990,English
4197,30732374392,English
4198,30725138665,English
4199,30133462303,English
4200,30692788931,English
4201,30146246093,English
4202,30631647594,English
4203,10063965944,English
4204,30354962551,English
4205,22665761591,English
4206,83553429,English
4207,21365022477,English
4208,30698751346,English
4209,30082066503,English
4210,984123357,English
4211,30698093801,English
4212,30697548961,English
4213,22675915127,English
4214,30661430307,English
4215,17890869065,English
4216,30089056152,English
4217,30711925067,English
4218,12831397379,English
4219,30698722525,English
4220,30457824757,English
4221,22382202062,English
4222,22841507907,English
4223,30584458459,English
4224,65673800,English
4225,30726580255,English
4226,17371948547,English
4227,30738444400,English
4228,30713249176,English
4229,30099318421,English
4230,30582851686,English
4231,30628301815,English
4232,853284712,English
4233,30699543518,English
4234,22701889737,English
4235,10652834828,English
4236,30137583215,English
4237,30745362638,English
4238,11868532365,English
4239,30293395022,English
4240,30649599040,English
4241,1264738702,English
4242,19127591848,English
4243,30732878860,English
4244,30748473334,English
4245,30561388582,English
4246,30656807540,English
4247,30137468883,English
4248,30699618857,English
4249,18383511073,English
4250,30614259462,English
4251,20637373744,English
4252,21096681031,English
4253,5496144692,English
4254,30624717948,English
4255,30209627048,English
4256,30137571170,English
4257,30429251015,English
4258,22841327992,English
4259,30403758442,English
4260,30709514558,English
4261,30713802923,English
4262,9485330598,English
4263,30431202174,English
4264,30428884279,English
4265,30241829940,English
4266,30728068624,English
4267,30577486697,English
4268,22894718504,English
4269,30266094853,English
4270,30035584006,English
4271,21597656081,English
4272,20652986678,English
4273,30747319481,English
4274,30724605889,English
4275,30704848506,English
4276,30699462877,English
4277,30698834339,English
4278,30351804504,English
4279,30652209861,English
4280,30272639028,English
4281,30137483081,English
4282,30388206476,English
4283,30137476039,English
4284,30699620626,English
4285,30711791799,English
4286,30282661504,English
4287,30585273136,English
4288,30361159085,English
4289,4818056153,English
4290,30740503766,English
4291,30474612932,English
4292,30697311398,English
4293,30738898100,English
4294,30563023177,English
4295,30584482107,English
4296,22871220062,English
4297,30709086311,English
4298,30657334867,English
4299,30688560200,English
4300,30740326791,English
4301,30364456258,English
4302,30605745683,English
4303,30625413238,English
4304,30109875444,English
4305,30697809792,English
4306,4914325028,English
4307,17543362116,English
4308,22916847459,English
4309,30726129219,English
4310,21733239985,English
4311,30238717923,English
4312,30574047917,English
4313,30037285206,English
4314,30137493507,English
4315,30698080718,English
4316,30607480937,English
4317,30604760915,English
4318,30527135384,English
4319,30137573307,English
4320,30382586132,English
4321,14081124502,English
4322,10107167383,English
4323,30263143648,English
4324,13242174940,English
4325,30744721844,English
4326,8326462693,English
4327,22650687536,English
4328,30711992531,English
4329,30717356365,English
4330,30531169630,English
4331,30455492027,English
4332,609539036,English
4333,30723905590,English
4334,216354280,English
4335,30414561354,English
4336,863170238,English
4337,30745601265,English
4338,30738397785,English
4339,30310722935,English
4340,30280143226,English
4341,6774816300,English
4342,6021822031,English
4343,11380859023,English
4344,1296020777,English
4345,30520573753,English
4346,30150690738,English
4347,30697585622,English
4348,30743808779,English
4349,30266634363,English
4350,30743861864,English
4351,30575342582,English
4352,30734749119,English
4353,30266563932,English
4354,30694830193,English
4355,603144474,English
4356,30745840289,English
4357,30737223581,English
4358,22683265683,English
4359,30606959668,English
4360,30727927074,English
4361,30137593920,English
4362,30740070714,English
4363,30137454737,English
4364,21434999311,English
4365,8178753643,English
4366,18539950882,English
4367,30745138508,English
4368,1102094449,English
4369,32484945,English
4370,7388438240,English
4371,8230497388,English
4372,308245316,English
4373,30704988561,English
4374,9530844869,English
4375,30605083185,English
4376,9180305971,English
4377,30739229028,English
4378,22299441836,English
4379,19451559664,English
4380,30601404684,English
4381,14782010790,English
4382,30050460043,English
4383,30575300611,English
4384,30697319843,English
4385,22427892967,English
4386,30272419074,English
4387,30509572612,English
4388,30137476833,English
4389,30081982421,English
4390,13367849320,English
4391,30325397508,English
4392,30048732560,English
4393,30737280785,English
4394,30744109237,English
4395,22583979507,English
4396,30697500211,English
4397,30580442842,English
4398,30732178601,English
4399,30551324245,English
4400,10824574563,English
4401,30748857987,English
4402,932020316,English
4403,30335880043,English
4404,22661134609,English
4405,7063833246,English
4406,30053400255,English
4407,30137479603,English
4408,30440961203,English
4409,30531969395,English
4410,30602338658,English
4411,11793082184,English
4412,30622722220,English
4413,30599798708,English
4414,22907946926,English
4415,30543622373,English
4416,30732781576,English
4417,30669919947,English
4418,30697389889,English
4419,22596007898,English
4420,30739232782,English
4421,30625231319,English
4422,30583466085,English
4423,30331176058,English
4424,9145641227,English
4425,30649592179,English
4426,30398738547,English
4427,30717102651,English
4428,3367383210,English
4429,30740202741,English
4430,30699587440,English
4431,30615939755,English
4432,30463230525,English
4433,30763239745,English
4434,30035343747,English
4435,30529973041,English
4436,30739477145,English
4437,19356971628,English
4438,30327935031,English
4439,188965348,English
4440,30137468216,English
4441,22844641099,English
4442,15367051897,English
4443,30376347976,English
4444,30607132307,English
4445,30699108098,English
4446,30731157390,English
4447,30734776683,English
4448,821601486,English
4449,30551320876,English
4450,30611940114,English
4451,30099232337,English
4452,30575303761,English
4453,20520790080,English
4454,30717075908,English
4455,30739213227,English
4456,30663390556,English
4457,22827672570,English
4458,66711815,English
4459,1958318850,English
4460,30739230330,English
4461,850832649,English
4462,30268653674,English
4463,8150199,English
4464,30738695315,English
4465,30705294302,English
4466,30642161345,English
4467,30533416902,English
4468,30285738150,English
4469,30739622432,English
4470,30137591101,English
4471,30740077222,English
4472,30663069719,English
4473,30728232982,English
4474,30602361206,English
4475,30282660639,English
4476,13987953261,English
4477,30582624689,English
4478,17004357111,English
4479,15439783890,English
4480,30556291864,English
4481,30720878133,English
4482,30538798936,English
4483,30697437841,English
4484,1189239795,English
4485,30546612060,English
4486,30620977627,English
4487,30330352841,English
4488,30139066173,English
4489,30728026187,English
4490,30665747424,English
4491,622346719,English
4492,1102141209,English
4493,30266262734,English
4494,30710748628,English
4495,30661510496,English
4496,30615892611,English
4497,30324807373,English
4498,30669949404,English
4499,30687808805,English
4500,30602095675,English
4501,22479709077,English
4502,30555760733,English
4503,30601406614,English
4504,30450475553,English
4505,30746370025,English
4506,15359630686,English
4507,30437925839,English
4508,30380164628,English
4509,1021583698,English
4510,30551324259,English
4511,15774458757,English
4512,5629019185,English
4513,30280711984,English
4514,30606310947,English
4515,30739634369,English
4516,30517631526,English
4517,22599942596,English
4518,847860331,English
4519,30137476938,English
4520,30728383062,English
4521,30697718155,English
4522,19497674676,English
4523,30445339512,English
4524,5710512365,English
4525,60871419,English
4526,3876264612,English
4527,30040431486,English
4528,22922173703,English
4529,30727552377,English
4530,30406206530,English
4531,30137497189,English
4532,30209629953,English
4533,30697621355,English
4534,30740142994,English
4535,780275740,English
4536,30692283046,English
4537,30625160902,English
4538,30697527231,English
4539,30516883197,English
4540,30276975042,English
4541,30738546646,English
4542,30649672965,English
4543,30725875689,English
4544,30101647311,English
4545,30293289548,English
4546,30738745125,English
4547,30001040080,English
4548,30728388487,English
4549,30533406866,English
4550,30259761888,English
4551,30602337846,English
4552,8230497389,English
4553,30668294381,English
4554,30315256438,English
4555,30652436573,English
4556,30271419605,English
4557,17662494296,English
4558,30134711326,English
4559,22585196763,English
4560,30553643926,English
4561,30699357245,English
4562,30723974190,English
4563,8137885819,English
4564,30640453766,English
4565,22887199046,English
4566,30218703451,English
4567,30740054286,English
4568,30546928909,English
4569,30449756429,English
4570,30425813624,English
4571,12315963316,English
4572,30734077625,English
4573,30262009062,English
4574,30738694398,English
4575,30698960886,English
4576,871522224,English
4577,30271454924,English
4578,30275819939,English
4579,20653272603,English
4580,1101879174,English
4581,30029267819,English
4582,30724003777,English
4583,22676102550,English
4584,1738430087,English
4585,30699259662,English
4586,30467337868,English
4587,30727590328,English
4588,30750405239,English
4589,121220168,English
4590,22754651656,English
4591,62351857,English
4592,30641516128,English
4593,30697452011,English
4594,21322375628,English
4595,30741577088,English
4596,248100776,English
4597,30631484783,English
4598,30732525901,English
4599,30731346304,English
4600,22420041368,English
4601,15638297746,English
4602,30733248427,English
4603,30695691930,English
4604,30566301131,English
4605,30627633543,English
4606,30698761556,English
4607,30288801102,English
4608,30503309448,English
4609,30613900450,English
4610,30399128298,English
4611,30712145369,English
4612,22649310392,English
4613,30306567788,English
4614,30699595561,English
4615,30522250407,English
4616,997539071,English
4617,30137484015,English
4618,30394824875,English
4619,30233264917,English
4620,30282944830,English
4621,30505389765,English
4622,22383660175,English
4623,30741484263,English
4624,937523538,English
4625,30266335109,English
4626,30752187460,English
4627,30739813657,English
4628,22540672906,English
4629,11792801576,English
4630,30527156442,English
4631,11456485306,English
4632,1006965354,English
4633,9180305969,English
4634,5482095359,English
4635,8716371456,English
4636,30395050949,English
4637,30210706854,English
4638,19080035637,English
4639,30699410476,English
4640,5161354242,English
4641,30568641569,English
4642,30750077050,English
4643,1371720116,English
4644,30084423156,English
4645,22074725155,English
4646,30585769400,English
4647,30739494507,English
4648,30717290443,English
4649,30287591957,English
4650,30171639844,English
4651,30739681659,English
4652,30738992525,English
4653,22409081186,English
4654,30697844668,English
4655,30750074199,English
4656,30351970942,English
4657,14774647323,English
4658,30699194382,English
4659,22586126293,English
4660,30685686258,English
4661,30685433786,English
4662,22426199166,English
4663,22605110741,English
4664,12996200610,English
4665,30599395639,English
4666,30711354832,English
4667,30722929785,English
4668,30728440570,English
4669,30641299976,English
4670,30450068460,English
4671,30723603334,English
4672,973902063,English
4673,30739113360,English
4674,18259794610,English
4675,30132483544,English
4676,30704988270,English
4677,22780996439,English
4678,30734390096,English
4679,30499170196,English
4680,22382796676,English
4681,30463434090,English
4682,30738167214,English
4683,14183164195,English
4684,30125422594,English
4685,30694829391,English
4686,30739109187,English
4687,30697359411,English
4688,30507078233,English
4689,22592723854,English
4690,22505276004,English
4691,30402806157,English
4692,878378547,English
4693,30648086917,English
4694,22787667822,English
4695,30551326310,English
4696,30699201126,English
4697,3576522085,English
4698,30667600584,English
4699,30550577736,English
4700,7844300686,English
4701,30137479593,English
4702,30414086551,English
4703,30557185645,English
4704,30740267258,English
4705,30125421710,English
4706,30137545935,English
4707,30514013256,English
4708,30515024334,English
4709,22504943970,English
4710,30261630007,English
4711,30741044347,English
4712,30705275472,English
4713,14880271591,English
4714,22734095018,English
4715,30699123883,English
4716,1076729864,English
4717,30699541246,English
4718,30536943832,English
4719,30431433392,English
4720,30530191975,English
4721,18700775720,English
4722,30137479611,English
4723,30694782191,English
4724,30248723978,English
4725,30750374347,English
4726,30709578245,English
4727,30699930688,English
4728,30604875658,English
4729,22593275020,English
4730,20653272604,English
4731,30315096965,English
4732,30716487238,English
4733,30695042267,English
4734,30738249053,English
4735,16428300971,English
4736,30617460111,English
4737,30741080006,English
4738,30738870320,English
4739,1038427768,English
4740,30636272787,English
4741,30496231265,English
4742,30737660354,English
4743,5629020004,English
4744,30264461197,English
4745,30271227565,English
4746,30385080650,English
4747,6621191428,English
4748,30698084739,English
4749,30443452373,French
4750,11685944861,English
4751,6582538387,English
4752,22619067596,English
4753,30665137644,English
4754,22779262465,English
4755,30725020633,English
4756,30326127014,English
4757,30697823796,English
4758,30125421709,English
4759,1229827197,English
4760,30137476849,English
4761,30604561082,English
4762,30698756688,English
4763,30353333565,English
4764,30640447825,English
4765,30612140279,English
4766,30740513230,English
4767,30137467005,English
4768,30751201324,English
4769,30035584066,English
4770,30615044858,English
4771,19989438783,English
4772,184291816,English
4773,30737082499,English
4774,30082088249,English
4775,30512011230,English
4776,30577440155,English
4777,22890405147,English
4778,30345423636,English
4779,30628413895,English
4780,30251219987,English
4781,30733514135,English
4782,30738420132,English
4783,30566934967,English
4784,30606967278,English
4785,30242286135,English
4786,18290295496,English
4787,30616592114,English
4788,30711598174,English
4789,30573991249,English
4790,30384225041,English
4791,30327671115,English
4792,30081848759,English
4793,30717294558,English
4794,30278154367,English
4795,30223786215,English
4796,30704447959,English
4797,30740583643,English
4798,30137476844,English
4799,30744771933,English
4800,30614281254,English
