,0
book,JacketCondition
30663995706,NULL
30357620564,NULL
30669082820,NULL
30137476939,NULL
30037361359,NULL
3135114567,NULL
30601277738,NULL
30456044599,NULL
1269423834,NULL
30617053911,NULL
30137476937,NULL
30137473212,NULL
30144506189,NULL
30665995676,NULL
80650208,NULL
2000944092,NULL
10953754268,NULL
22804152249,NULL
416818656,NULL
30366941194,NULL
30345939527,NULL
22803365843,NULL
30669913770,NULL
30714211681,NULL
30740517080,NULL
30662211120,NULL
30655558147,NULL
22844627982,NULL
22844627902,NULL
30317835686,NULL
30712646041,NULL
30694830193,NULL
30717832715,NULL
30603858645,NULL
22844627890,NULL
30424842082,NULL
30743053147,NULL
30448829857,NULL
30137482110,NULL
30712018015,NULL
22516815362,NULL
30695988368,NULL
30607662774,NULL
30712015340,NULL
30162162232,NULL
30607666987,NULL
30695989137,NULL
30607498758,NULL
22686306855,NULL
30615892611,NULL
30137474195,NULL
30137473210,NULL
30137470435,NULL
30137468885,NULL
30137472310,NULL
30137473209,NULL
30137468884,NULL
30665742486,NULL
30604786599,NULL
30709737079,NULL
30711417302,NULL
30582626647,NULL
30599151486,NULL
30698085470,NULL
30711004495,NULL
30728311263,NULL
30747905988,NULL
1276326196,NULL
30359727277,NULL
30709735179,NULL
30046197905,NULL
30669039982,NULL
30667320412,NULL
22848025857,NULL
30628477366,NULL
30661074755,NULL
30406242111,NULL
30662306246,NULL
22594340305,NULL
30543697288,NULL
30735331325,NULL
30405755303,NULL
30699267039,NULL
30606964444,NULL
30234056309,NULL
30705914204,NULL
30699012964,NULL
30082091534,NULL
30577375783,NULL
19247665284,NULL
30723884338,NULL
22420041434,NULL
10448242450,NULL
30697334366,NULL
1428681247,NULL
5434713188,NULL
30749512889,NULL
30747505424,NULL
30728386662,NULL
30530752062,NULL
30432385906,NULL
30347375805,NULL
30657567652,NULL
30494967620,NULL
30697329424,NULL
30463813067,NULL
30743825673,NULL
30698789434,NULL
30603857613,NULL
30348963012,NULL
30723908255,NULL
20001367556,NULL
30604843805,NULL
30604679560,NULL
30686145728,NULL
30714899388,NULL
1368864025,NULL
30666802895,NULL
30620982084,NULL
30686148505,NULL
30095600470,NULL
30686152404,NULL
22734094801,NULL
30669944789,NULL
4763916832,NULL
30718682041,NULL
30697330379,NULL
30728391063,NULL
30686148506,NULL
30292341340,NULL
30604706894,NULL
30604979717,NULL
30749296866,NULL
30657567651,NULL
30735521999,NULL
30662101778,NULL
30405797668,NULL
30669088235,NULL
30277819063,NULL
30607499637,NULL
30620975895,NULL
30140099460,NULL
30037379674,NULL
30592678858,NULL
30606056288,NULL
22408971518,NULL
30743797342,NULL
30582623637,NULL
30046174513,NULL
30667393263,NULL
30649623357,NULL
22470496942,NULL
30693472464,NULL
30598872411,NULL
30467049007,NULL
30620332591,NULL
22924518812,NULL
30614818890,NULL
30081573772,NULL
22540083916,NULL
30081640970,NULL
30697328530,NULL
30048572270,NULL
30605077548,NULL
30192129948,NULL
30723905591,NULL
30357074349,NULL
10652834828,NULL
30293395022,NULL
19127591848,NULL
30351804504,NULL
30585273136,NULL
30723905590,NULL
30150690738,NULL
30605083185,NULL
19451559664,NULL
30717075908,NULL
30728383062,NULL
30725875689,NULL
30668294381,NULL
30724003777,NULL
30536943832,NULL
30665137644,NULL
30604561082,NULL
30612140279,NULL
30082088249,NULL
30606967278,NULL
30081848759,NULL
30652644484,NULL
30742306137,NULL
30515506972,NULL
13242171056,NULL
30666004061,NULL
30728386000,NULL
30745791340,NULL
22819339921,NULL
30620975869,NULL
22408970110,NULL
30406188257,NULL
30728379226,NULL
30652640440,NULL
22878467625,NULL
30563795646,NULL
30598509554,NULL
30620231027,NULL
30611605796,NULL
30664447777,NULL
30616953311,NULL
30259571811,NULL
30193549303,NULL
30604881023,NULL
1865187273,NULL
30722599386,NULL
30616515618,NULL
30716428230,NULL
30604965504,NULL
30726286082,NULL
22420043462,NULL
30109665940,NULL
30047163103,NULL
30605945900,NULL
30037789707,NULL
30622733594,NULL
30081798997,NULL
30370142653,NULL
30598770187,NULL
30728388687,NULL
30401251757,NULL
30686152413,NULL
30605953024,NULL
30699078656,NULL
30699009258,NULL
30669020494,NULL
30605947373,NULL
30509871120,NULL
22880742320,NULL
22420043519,NULL
19929505327,NULL
30694787897,NULL
30604621377,NULL
30650024063,NULL
30419529984,NULL
30686147481,NULL
30451825317,NULL
30656359668,NULL
30604957867,NULL
30605985924,NULL
30628475989,NULL
30046191457,NULL
30735256560,NULL
30669021289,NULL
30686154991,NULL
30577528316,NULL
30081565367,NULL
30131091148,NULL
30373362461,NULL
30419398771,NULL
30006215342,NULL
22540084126,NULL
30598470459,NULL
30687507942,NULL
30717107101,NULL
20001365991,NULL
30692025893,NULL
30518625042,NULL
30697841179,NULL
30000462742,good
30334987034,NULL
30751202232,NULL
30424038351,NULL
22779211497,NULL
30623237011,NULL
30718319136,NULL
30231193991,NULL
30584038821,NULL
30690858090,NULL
30604654186,NULL
2609856368,NULL
30668279810,NULL
16715075061,NULL
30749371076,NULL
