book,language
5434713188,0
30741265710,0
30744676148,0
30749367213,0
9446226872,0
30749512889,0
30703863214,0
30335029127,0
30739671536,0
30575027483,0
30422560680,0
30295220403,0
10958554306,0
30696276793,0
30502071527,0
30037431563,0
30697529615,0
22571859911,0
30746072553,0
225137188,0
30718268353,0
22540679446,0
7402796624,0
30744360452,0
30711682997,0
30575265121,0
30722032296,0
30209629952,0
30648085244,0
22398006214,0
30591016674,0
30659966751,0
30747505424,0
30720515973,0
18072154108,0
30737600997,0
22649811785,0
30732884116,0
30694899047,0
30545371006,0
30747332701,0
1945206117,0
10064331613,0
30610078216,0
30514506070,0
30728386662,0
30530752062,0
30288224085,0
30463402733,0
30739575571,0
30727245265,0
30725401698,0
30659371327,0
30137489485,0
30745075767,0
15212889762,0
30603243852,0
22469282967,0
22497347076,0
30308118230,0
11493984439,0
21470035489,0
30699083025,0
22803365843,0
30335451279,0
30172354943,0
30697558248,0
30137476837,0
30671498696,0
30573987444,0
30626769991,0
327939150,0
30697811789,0
10250909849,0
30137495373,0
30754204137,0
30594568946,0
22859119352,0
22867452406,0
30314116259,0
10236717920,0
140933246,0
30431429515,0
30734513897,0
30656662317,0
21365583773,0
30706822965,0
30249658402,0
30611203813,0
22618645416,0
30309841355,0
30709559862,0
1417796350,0
30432385906,0
18513225436,0
308391950,0
30551326311,0
155172594,0
30741772694,0
30746185146,0
30627702496,0
30346046203,0
19902955218,0
30137543970,0
30535979472,0
30269823697,0
30454135628,0
30738979244,0
22877522034,0
30717860531,0
30575404113,0
7388583901,0
30279114735,0
30727868009,0
30599717073,0
30084967398,0
30738796457,0
30299606012,0
30371127849,0
30329104536,0
30621221283,0
30734778612,0
30525203317,0
30362659750,0
30726458903,0
30718898476,0
22544960744,0
30351875071,0
30707765331,0
30722923034,0
30485861167,0
30737533782,0
989012211,0
6774802303,0
30259712790,0
30698062143,0
76653778,0
30742124733,0
18755296648,0
30137480255,0
4569840189,0
30642352456,0
30599143993,0
30749468580,0
30708880890,0
30418122151,0
2670096001,0
88327553,0
12714949940,0
14883183612,0
30557454983,0
22413833848,0
30635247144,0
30268661188,0
30745098523,0
1399292906,0
30737203002,0
30257048832,0
30571010489,0
30738128598,0
30347375805,0
30621251590,0
30598997637,0
6671606916,0
30137479618,0
30744090765,0
30275789869,0
30697479685,0
1262336806,0
823826811,0
22920926346,0
30657567652,0
30137516495,0
30688818396,0
30739226607,0
30514115972,0
30724611487,0
6774827957,0
30422443815,0
20281396970,0
30744031296,0
30697402055,0
22662863331,0
30699252756,0
30494967620,0
30090321729,0
4749795714,0
30560890476,0
30670159069,0
30716346199,0
30686655750,0
30424842082,0
14781986290,0
30549948758,0
259393306,0
30590636428,0
19929133544,0
30268138508,0
22913045005,0
4509639548,1
6852173344,0
18700796423,0
30700602654,0
30367928401,0
30535334475,0
30137492550,0
30699627695,0
30662078309,0
30038784093,0
15525884513,0
30363412655,0
10042376524,0
30636218759,0
22747896299,0
30695482623,0
30636753674,0
30088022273,0
30698904228,0
30699512267,0
30310722148,0
2407602013,0
30661486066,0
30137476840,0
30598180589,0
30129295518,0
3365697142,0
30308236340,0
6091512873,0
30282659542,0
30411963799,0
30587915795,0
30305888689,0
30212260117,0
30727495738,0
94519861,0
17890205038,0
6720955321,0
16749435712,0
30558258256,0
30667882603,0
30722957322,0
30721865990,0
30266581049,0
30137484927,0
30534617256,0
30727530003,0
30282131848,0
30564253149,0
30687839832,0
30466353601,0
30742359521,0
30210901744,0
30738005460,0
17004357813,0
30696000331,0
30365055909,0
15386250223,0
30137481202,0
19145849020,0
30137477795,0
30697329424,0
30134097931,0
6793087050,0
30178213041,0
30727273039,0
30740867071,0
275352524,0
22475700155,0
30692030028,0
15041448097,0
30462043006,0
30137479601,0
11027458707,0
30606543976,0
18699473879,0
30698943291,0
30443632250,0
22480032383,0
5484830767,0
30137483089,0
30741298999,0
21273882548,0
30669690974,0
30632416822,0
468970560,0
30747624342,0
11951132699,0
22620328193,0
30544956994,0
30249733564,0
30625457937,0
30266239834,0
22589996211,0
30580051369,0
23347917,0
30344285955,0
30575422189,0
30738710926,0
30733271381,0
30056368851,1
30698911914,0
6774831461,0
22911581502,0
30137479595,0
30446347867,0
30566799011,0
22882376833,0
30649394510,0
21585743845,0
30705497395,0
22890742715,0
30109858431,0
30440961343,0
21839919368,0
828330343,0
30708428180,0
20760903213,0
30335299628,0
30021888024,0
22776531295,0
30732382415,0
30661426232,0
30643301298,0
30738982002,0
30137461623,0
30663998837,0
30566395557,0
30718892162,0
30242092313,0
30693678277,0
30612824933,0
30697783667,0
30264150246,0
22850478661,0
725518600,0
30137499237,0
30165734233,0
944274018,0
22640008014,0
22804822099,0
30733879244,0
30697784329,0
30149752476,0
19346633416,0
1291625187,0
30304411837,0
30425777530,0
30694711013,0
30738065112,0
1945207067,0
30626884269,0
1001004661,0
21812617125,0
30631499935,0
30738384022,0
30739224154,0
20542095588,0
30684154935,0
30425777712,0
30745575567,0
30516890034,0
30699602826,0
838716248,0
30426606086,0
30605121106,0
30738270795,0
30616206782,0
12764803290,0
30486341635,0
30463813067,0
30554202393,0
30711585201,0
30732923789,0
30605944490,0
30517564360,0
30743825673,0
22556392789,0
30697828815,0
30642721549,0
30321519029,0
22826671635,0
1958318852,0
30740961801,0
30021912958,0
30699823910,0
30266706383,0
30315885052,0
