book,author
30727102857,16
30615985386,29
30240240644,4
30277263399,26
30514898082,4
22877227051,11
30625924481,4
30554180419,52
30137542038,195
30705456122,115
30605795175,17
30699600823,71
30699172792,20
30737721593,11
30733579621,29
30738591882,1
30641846262,54
30727213508,1
22531841496,3
30701814197,14
30664816186,13
30378488958,17
30603639439,43
13761174398,4
20978234399,29
30317331158,28
6327898888,46
30420754664,20
30652085662,26
30137470811,196
13036750433,4
30712986298,40
30699645135,27
30334573043,98
17720022583,4
30551324254,1
847181155,12
30737324533,43
12923702541,4
30737082280,35
865301163,8
30081654624,5
30612059029,20
30726569271,83
30748476954,17
22833278790,11
30725526272,113
30040430160,4
30699890805,197
10300781348,11
30607491792,21
30268504916,60
12815278090,29
30187950621,4
1856191637,198
30081784286,50
30380733644,43
30312800047,17
30665818150,21
30611113189,199
30738144396,29
30698088905,36
21553367643,8
30699363134,70
20132274634,200
30722796175,50
30697499084,17
30588831361,63
30137474195,10
22844627982,1
22706507231,11
30685561094,67
30747766351,99
22413517094,84
30220032706,43
30636759684,36
30551321659,1
30749470123,1
30724606663,70
30019245562,84
30706022753,4
22622882405,4
22536451488,4
254659082,4
30717143448,29
30723908255,21
20001367556,1
30650026423,21
13262589659,14
22408985164,11
30365693875,14
30599771350,29
5323396518,13
9889725942,49
30667361573,3
30268496893,60
30728740137,20
30699868796,83
1139478956,29
30737468947,133
30608408510,26
30324002434,46
1205697635,52
30085240164,64
1022547207,149
30551320883,1
30712280319,16
30513069011,46
30285771091,21
30739749613,85
30411721073,26
30604843805,1
6942100761,3
30699150987,154
30617009218,52
17534296467,50
30129971385,21
30606858717,26
17774301360,55
22420025252,52
30664824365,105
30664004602,20
30267286633,182
14226246530,202
22924841073,17
22917411421,13
22618341034,4
30699229774,143
30744911138,26
30637125545,54
30625406988,3
30715688250,1
30610274592,4
30192872675,52
30718294621,20
224743286,11
30698850608,20
30744396851,113
30734214177,189
30740002399,46
30697419880,167
30738356447,35
30443408771,130
846020490,46
30091810829,175
30197520706,8
30020950008,194
18464858902,26
30320730583,100
30669034390,41
30452966296,21
30733449378,34
30575384382,21
22128836884,200
30739099498,34
30444346549,99
30449761584,20
30635706238,3
22526701840,42
30345051507,152
30577517901,20
30651521356,117
14325938374,4
30661429534,20
30604679560,11
30715054889,42
30466490955,3
6928086771,3
30109652188,1
18845296080,52
30352489039,26
30686145728,21
10042376520,11
30712370758,16
30740181875,159
22877343234,203
30739518914,204
8691920758,4
22908459577,11
30473755972,167
30741036289,16
30498273794,14
30711921115,20
11120467007,205
51727652,11
30738455478,1
30085227243,64
30110393609,11
214566439,8
8667937342,42
30577410891,127
30746039704,35
30714899388,21
30697852450,153
12755838430,4
30711841068,5
30447168527,29
30137482102,30
22883547774,52
22856925082,3
30629493028,105
30525361725,4
30740323054,1
30607237037,40
1368864025,21
30575352369,142
30731326426,206
30715038197,46
30326061903,46
616044899,26
22504946651,134
30627664676,207
14883183390,5
30344056021,52
30739676793,41
30489524149,8
22619683436,8
30375185456,20
30137496342,4
18026369760,11
22786084360,3
30739526254,11
30738745277,46
865303154,11
30666802895,1
30699557762,43
30244348585,40
30620982084,21
30738188721,35
30699172365,20
30698084532,54
584218320,4
155975492,208
30669944376,52
30610978043,50
30556333572,21
30622897053,4
30739971663,16
30719424125,43
30699766002,209
30301143323,156
22639829216,5
30551326312,1
30551321660,1
21467959943,210
30686148505,21
30546633806,20
30642752012,195
30697754459,43
30745246226,4
30617735453,1
30709322001,40
30718318329,20
22560630213,19
22701875168,4
30095600470,1
18870861003,3
14895281444,4
30733559476,34
30137477793,30
30719637576,3
30445834987,29
18742061600,35
12452887565,26
22555766146,5
30686152404,1
30044058176,52
30708301686,52
2795338709,42
30368024528,40
22513683675,149
30744974998,4
30725529958,20
30733291433,34
30083816059,8
30664216544,20
22618049166,11
30695880944,4
1240598454,4
22917380061,1
30699478590,20
30646861433,40
18700796427,26
30546097649,32
12298373926,11
30258329221,52
30301069994,211
30666502790,212
10768942320,26
30642948498,14
30687640451,213
30666012724,29
30745149163,213
30577527952,59
1181159686,4
30623234546,117
30717061836,212
30650046060,28
22734094801,1
21811673296,52
22581585718,5
853492556,4
30720387526,20
30033145730,214
30556879850,54
30744815152,52
30282662612,112
17976341577,46
30239865928,17
30602341825,3
30736432148,21
19448039442,46
30698998638,20
30097022727,17
30606257554,3
10665755109,4
30697717994,21
30738870220,1
30725189779,17
22494507645,20
30733014840,215
30606155856,35
1274398111,4
30669944789,26
15163418190,4
30739633051,1
30308786944,119
30699399411,21
30310721985,1
30762942934,152
30616873620,87
30699300850,54
22867555168,4
30699619569,89
1355147774,4
1425197655,8
30739165252,40
2709164695,97
12310387281,4
30189036804,4
30748457771,16
22760802103,54
30404065798,5
4763916832,11
9684008603,11
30219124771,4
30328672128,52
30599515634,46
30717103239,1
30541515424,17
4584148713,3
30467090294,74
15527906473,175
14781991204,8
30716336339,215
30691028347,21
30641300466,20
30551320880,1
30740276026,16
30699139506,20
30689848837,43
30303397823,59
30554549586,26
7044360182,4
30715433199,20
30738087441,41
30619266501,17
10183513673,42
30594903194,3
30558461383,213
30049566067,5
30430210460,40
30739858533,41
30733257336,16
30718682041,1
30738607816,35
30751488881,2
30520153632,20
30764766685,216
30697330379,21
30473274146,8
30420753895,59
9365849236,11
30713482770,54
30698834435,52
30699111506,194
30717091180,52
1158811404,11
30610767628,50
30137476041,121
3942794264,16
30699398134,142
30728391063,21
30275993503,41
22853766982,11
30625153109,5
30211009479,217
30641194156,8
30686148506,21
30077907144,4
22644693504,218
30739920940,34
8106155024,46
30587581680,54
30292341340,21
30733249593,16
30645400366,40
30732316184,34
30604706894,21
30699299047,43
22703266203,29
30424357078,4
30428045123,43
30604979717,21
30735396402,63
900530144,8
30443024296,139
30669731307,3
30428378835,5
30721602665,20
30692887948,21
30742644720,71
30655676803,219
30598210001,4
30606146288,40
30627532008,17
30690785856,54
30382383293,46
22402993292,195
7386826221,19
30669913770,1
30352115283,220
30739519522,221
30669677244,40
30706825067,42
210090564,4
1038934643,11
30310713848,1
30699487840,2
30601365524,1
30747383657,17
30289735825,222
22844622511,16
30647183032,13
30750384119,113
30618063860,5
30697357686,123
30652727595,43
30469533303,223
12383527605,158
22621483628,5
30171678367,104
30335454061,11
30704990085,17
30551323570,1
30366598171,42
30740124131,35
30447601404,13
30697807814,224
8230497387,3
30749296866,1
30711591479,39
30718893423,40
367727694,8
30709426961,165
3545689081,49
30720174961,57
5484830786,11
22921303328,40
14964592417,4
30657567651,21
30697421751,9
22420065532,8
21017040943,1
30604596121,1
30627960022,207
4763916831,11
654046371,4
30602650504,54
30738711985,46
30604029158,225
900502490,4
30609886494,16
1453394590,11
16898443201,46
30327415340,4
22000381849,4
30156150676,8
30357928800,4
30739505968,97
30551329049,1
1324114817,14
30718739086,8
30737081676,16
16303999,4
30590659329,226
22420041180,11
30355552620,21
30739303174,34
17899541608,11
30699009697,54
30271365679,76
30725196354,40
30470952103,206
2052127905,149
30137478758,78
30278642969,5
22559207371,11
30625159990,4
30702953974,127
22618049226,214
22413485815,84
30662101778,21
30405797668,26
30739826036,34
30275666346,41
14461313830,26
30744321563,35
22513526707,31
30582856357,26
202545686,52
22751211936,1
30496195625,52
30653044586,40
52767188,11
30704986795,83
30592401889,8
30536491276,227
12735737966,73
30137476934,10
30278150154,228
9393539215,4
30698864165,20
30730936092,21
853088426,4
30739613107,35
30611716004,5
863170239,64
30626627965,3
30699438486,70
30037410486,8
22856925071,3
30738568437,16
30738823181,41
30733418880,1
18253516448,4
5467358866,11
30662079143,11
30737334997,17
30531344693,28
30522166692,46
30738837210,11
30505242095,21
30695686609,11
20724546985,11
30641790277,63
30685358770,8
30715507549,8
30276000377,35
11520533421,11
30718645169,40
30696388821,20
30189040341,4
30602640224,5
7538934083,26
20561616842,46
30715297094,1
22513637553,141
30750371262,189
97143634,26
1180993472,180
22920926345,21
30596063841,3
30656687090,11
5732284408,229
22620328368,26
30697381927,21
30549993619,11
30137476391,57
30740260986,1
22751211940,1
30310723081,1
30715441087,43
25845949,4
30316232065,3
30715058781,54
30698768110,20
30669088235,21
2624672734,11
30722482331,3
30506921161,21
19346640349,4
30277842542,46
22519645494,35
30540052701,152
30699102756,20
30381952318,129
11043698610,16
8731326767,8
30014728347,42
30159792334,8
30034478638,13
30368858372,177
30733446366,34
30739801806,41
22786084361,3
30704990920,17
30573345974,122
1007885721,4
30716515588,1
30643988229,32
4514284558,11
15296155759,11
22795812327,5
86460727,14
30321995028,156
30037368036,4
21701202074,54
30615171939,120
30649779804,52
30611201867,50
30536013997,4
30735270683,40
30372314980,20
30546380157,17
30607499637,1
30176807365,230
14680716711,4
30747772922,99
30037302917,11
30019397510,4
30195977936,29
30730801328,8
30737918783,41
11410712357,11
3879465545,26
30640501911,74
30327737189,26
30687704182,46
30731130732,52
30691233170,26
30613932909,112
30696395174,194
30458760820,40
30619249859,21
30384222195,11
93651659,231
30643012111,14
30164618603,87
30606216650,16
30685685251,17
30468644719,47
22861779152,11
30089549105,36
30310711884,11
760373109,41
30137475090,10
11052011684,14
22413833849,84
30321823438,67
30699587921,232
30605252361,5
30702501732,52
30667605975,29
30366615202,20
30594940190,182
98016620,29
22742908918,26
30593703524,11
30579989150,8
30122565528,4
30620975895,1
22420055204,19
228467616,4
30031307482,1
30707694275,42
22829833476,11
4403519080,8
22449391861,117
30695961949,5
6774820850,11
900502483,4
10816408599,4
30548276029,1
693211832,29
30740667158,4
22666464225,3
30613431280,233
30711223720,14
30642550950,32
22271875372,22
30022197527,4
30265367470,22
30617478832,42
30739613488,234
17498862940,46
5484849816,26
30679065572,39
30552853561,40
30601345268,5
30556111429,165
30734504649,40
11120466016,8
4641067196,4
30264418821,235
21512537056,4
305678856,11
4250500014,8
10593569298,11
30749576862,61
30699289943,20
30629532301,50
30699588958,2
30171197929,236
30719888693,5
30651531472,5
29391816,29
30688713136,40
30282661770,4
30137477802,78
30310717749,1
30717003222,139
30731369776,8
30750383325,122
30137471726,196
30357561497,3
30699635095,123
30140099460,1
30707468590,43
30733859445,20
30037379674,21
30635707915,17
30333341024,2
15716753937,46
30738932128,29
802060872,14
22450899835,3
30531522320,29
30610908880,50
30721568505,40
30578475073,5
1002048565,14
30669040040,41
30679121269,40
30021873718,54
30697513411,43
1236247631,46
30605793166,21
30737135761,20
30592678858,11
